Game Turn, Attacking Civ, DefendingCiv, AttackerObjType, DefenderObjType, Attacker Type, Defender Type, AttackerID, DefenderID, AttackerStr, DefenderStr, AttackerStrMod, DefenderStrMod, AttackerDmg, DefenderDmg
3, 8, 63, 1:1, 131073:589832, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 0, 19, 37
32, 25, 63, 1:1, 589829:4390917, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 3, -5, 14, 55
32, 29, 63, 1:1, 262144:3473456, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 5, 0, 25, 41
32, 63, 20, 1:1, 9961583:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, -5, 21, 31
32, 63, 9, 1:1, 8519687:786434, UNIT_BARBARIAN_HORSEMAN, UNIT_SCYTHIAN_HORSE_ARCHER, 20, 20, -5, 4, 48, 21
32, 63, 22, 1:1, 8978532:327683, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, 11, 51, 18
33, 9, 63, 1:1, 786434:8519687, UNIT_SCYTHIAN_HORSE_ARCHER, UNIT_BARBARIAN_HORSEMAN, 25, 20, 4, -10, 0, 50
33, 16, 63, 1:1, 458757:4063286, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, 10, 29, 21
33, 16, 63, 1:1, 327683:4063286, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 2, 8, 32, 22
33, 21, 63, 1:1, 524293:3473456, UNIT_ARCHER, UNIT_GALLEY, 25, 30, 5, -4, 0, 33
33, 22, 63, 1:1, 327683:8978532, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, -3, 25, 38
33, 27, 63, 1:1, 524294:851980, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, -5, 13, 52
33, 29, 63, 1:1, 327683:3473456, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 5, -7, 17, 50
33, 63, 4, 1:1, 4587580:262146, UNIT_SLINGER, UNIT_SLINGER, 15, 5, -4, 6, 0, 31
33, 63, 14, 1:1, 720906:196610, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 0, 5, 61, 14
33, 63, 2, 1:1, 9961583:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -2, 6, 46, 18
33, 63, 10, 1:1, 5439560:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 5, 28, 29
34, 3, 63, 1:1, 196608:7471191, UNIT_SCOUT, UNIT_BARBARIAN_HORSE_ARCHER, 10, 10, 0, 0, 35, 33
34, 6, 63, 1:1, 393220:9764972, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 2, 3, 46, 21
34, 12, 63, 1:1, 327683:1769498, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -9, -7, 28, 25
34, 20, 63, 1:1, 458756:9961583, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, -1, 0, 41
34, 27, 63, 1:1, 131073:5701707, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 6, 24, 47
34, 63, 4, 1:1, 4587580:262146, UNIT_SLINGER, UNIT_SLINGER, 15, 5, -4, 3, 0, 40
34, 63, 0, 1:3, 2490404:131073, UNIT_SCOUT, UNKNOWN, 10, 10, -6, 0, 40, 22
34, 63, 6, 1:1, 9764972:393220, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -2, -3, 23, 41
34, 63, 19, 1:1, 917517:131073, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, 0, 10, 43, 25
34, 63, 22, 1:1, 6488145:327683, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 4, 0, 22
34, 63, 3, 1:1, 7471191:196608, UNIT_BARBARIAN_HORSE_ARCHER, UNIT_SCOUT, 15, 10, -3, -3, 0, 34
