Game Turn, Attacking Civ, DefendingCiv, AttackerObjType, DefenderObjType, Attacker Type, Defender Type, AttackerID, DefenderID, AttackerStr, DefenderStr, AttackerStrMod, DefenderStrMod, AttackerDmg, DefenderDmg
3, 4, 63, 1:1, 131073:327684, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 3, 34, 21
30, 0, 63, 1:1, 131073:7274529, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 1, 0, 16, 53
30, 0, 63, 1:1, 458756:7274529, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 0, 17, 47
30, 4, 63, 1:1, 983051:4194316, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 2, -4, 13, 72
30, 4, 5, 1:1, 1048580:458757, UNIT_ARCHER, UNIT_SLINGER, 25, 5, -6, -1, 0, 63
30, 5, 4, 1:1, 655367:1048580, UNIT_HEAVY_CHARIOT, UNIT_ARCHER, 28, 15, 0, -6, 13, 65
30, 12, 63, 1:1, 327683:262147, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 0, 16, 43
30, 19, 63, 1:1, 262144:9175140, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 2, -7, 0, 38
30, 63, 26, 1:1, 7209006:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 11, 0, 13
30, 63, 27, 1:1, 5570632:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -8, 11, 0, 13
30, 63, 2, 1:1, 7929861:524290, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, 0, 0, 34
30, 63, 7, 1:1, 8781837:786440, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, -2, 0, 38
30, 63, 4, 1:1, 6684709:983051, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 6, 34, 25
30, 63, 29, 1:1, 9044035:327683, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, 3, 0, 35
30, 63, 5, 1:1, 7471160:917507, UNIT_SCOUT, UNIT_SCOUT, 10, 10, 0, 0, 29, 25
31, 26, 63, 1:1, 196610:7209006, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 9, 6, 14, 64
31, 63, 26, 1:1, 10027118:196610, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, 3, 0, 29
31, 63, 26, 1:1, 7209006:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -6, 0, 0, 20
31, 63, 27, 1:1, 5570632:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -8, 11, 0, 13
31, 63, 10, 1:1, 7929861:196608, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, 2, 0, 28
31, 63, 23, 1:1, 7340117:458757, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -3, 3, 39, 26
31, 63, 7, 1:1, 8781837:458757, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 0, -2, 0, 58
31, 63, 1, 1:1, 2752551:196608, UNIT_SPEARMAN, UNIT_SCOUT, 25, 10, -6, 0, 19, 35
31, 63, 13, 1:1, 3866654:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 4, 0, 22
31, 63, 14, 1:1, 8585312:131073, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 0, 0, 34
32, 4, 5, 1:1, 1114119:655367, UNIT_ARCHER, UNIT_HEAVY_CHARIOT, 25, 28, 0, -1, 0, 24
32, 5, 4, 1:3, 131073:65536, UNIT_WARRIOR, UNKNOWN, 20, 10, -5, 13, 46, 22
32, 27, 63, 1:1, 131073:8716319, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 0, 21, 52
32, 29, 63, 1:1, 327683:8454238, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, 2, 33, 29
32, 29, 63, 1:1, 458752:2752551, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 6, -7, 20, 35
32, 63, 29, 1:1, 8454238:327683, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -6, 4, 40, 17
32, 63, 29, 1:1, 8061018:327683, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, -2, 31, 26
32, 63, 29, 1:1, 8781837:458752, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, -1, 0, 42
32, 63, 26, 1:1, 10027118:327680, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, 5, 0, 39
32, 63, 27, 1:1, 5570632:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -8, 5, 0, 12
32, 63, 3, 1:1, 10092628:196608, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 0, 2, 0, 40
32, 63, 4, 1:1, 6684709:851977, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, 8, 54, 17
32, 63, 8, 1:1, 9502823:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 2, 24, 43
32, 63, 2, 1:3, 10354788:262146, UNIT_ARCHER, UNKNOWN, 25, 10, -17, 0, 0, 31
32, 63, 13, 1:1, 3866654:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 3, 0, 20
32, 63, 14, 1:1, 8585312:131073, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, -2, 0, 46
33, 3, 63, 1:1, 524294:9633897, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, 0, 0, 33
33, 3, 63, 1:1, 196608:10092628, UNIT_SCOUT, UNIT_ARCHER, 10, 15, -5, 0, 39, 21
33, 4, 5, 1:1, 1114119:131073, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, -9, 0, 45
33, 4, 63, 1:1, 851977:6684709, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, -9, 19, 45
33, 4, 5, 1:1, 524293:655367, UNIT_WARRIOR, UNIT_HEAVY_CHARIOT, 20, 28, -3, -4, 40, 25
33, 5, 4, 1:1, 589830:1114119, UNIT_WARRIOR, UNIT_ARCHER, 20, 15, 2, 0, 21, 45
33, 5, 4, 1:1, 786440:1114119, UNIT_HEAVY_CHARIOT, UNIT_ARCHER, 28, 15, 2, -4, 11, 53
33, 8, 63, 1:1, 655366:458758, UNIT_ARCHER, UNIT_SPEARMAN, 25, 25, 10, 0, 0, 46
33, 11, 63, 1:1, 131073:3538994, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 12, 6, 15, 66
33, 12, 63, 1:1, 458757:8061018, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, -6, 21, 37
33, 15, 63, 1:1, 458757:9371671, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 0, 18, 44
33, 23, 63, 1:1, 327683:1703961, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 6, 20, 43
33, 63, 3, 1:1, 9961542:786440, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, 0, 0, 43
33, 63, 3, 1:1, 4456505:524294, UNIT_WARRIOR, UNIT_ARCHER, 20, 15, 0, 8, 30, 28
33, 63, 27, 1:1, 5570632:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -8, 2, 0, 16
33, 63, 2, 1:1, 7929861:524290, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, -2, 0, 44
33, 63, 2, 1:1, 10354788:524290, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 0, -7, 0, 77
33, 63, 8, 1:1, 6815748:524292, UNIT_WARRIOR, UNIT_ARCHER, 20, 15, -5, 10, 38, 20
33, 63, 3, 1:1, 10092628:196608, UNIT_ARCHER, UNIT_SCOUT, 25, 10, -2, -9, 0, 66
33, 63, 4, 1:1, 9437286:851977, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 6, 44, 20
33, 63, 13, 1:1, 3866654:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 2, 0, 20
33, 63, 14, 1:1, 8585312:196610, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 3, 0, 30
33, 63, 14, 1:1, 10223727:131073, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, -2, 0, 38
34, 0, 63, 1:1, 131073:9699434, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 12, 0, 17, 40
34, 2, 7, 1:1, 196608:196608, UNIT_SCOUT, UNIT_SCOUT, 10, 10, 0, 11, 40, 17
34, 4, 5, 1:1, 393219:655367, UNIT_SCOUT, UNIT_HEAVY_CHARIOT, 10, 28, -2, -6, 47, 14
34, 4, 5, 1:1, 917514:655367, UNIT_WARRIOR, UNIT_HEAVY_CHARIOT, 20, 28, 0, -8, 31, 33
34, 5, 4, 1:1, 786440:1114119, UNIT_HEAVY_CHARIOT, UNIT_ARCHER, 28, 15, 1, -5, 15, 70
34, 7, 2, 1:1, 196608:196608, UNIT_SCOUT, UNIT_SCOUT, 10, 10, 3, 2, 27, 29
34, 11, 63, 1:1, 131073:3538994, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 11, 1, 12, 69
34, 12, 63, 1:1, 458757:8454238, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, -7, 24, 48
34, 23, 63, 1:1, 196610:1703961, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, 2, 21, 40
34, 25, 63, 1:1, 589829:6225999, UNIT_ARCHER, UNIT_GALLEY, 25, 30, 0, -2, 0, 30
34, 27, 63, 1:1, 131073:5570632, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, -2, -5, 13, 62
34, 29, 63, 1:1, 786437:2818088, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 5, -1, 0, 58
34, 63, 27, 1:1, 10944631:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 1, 36, 30
34, 63, 16, 1:1, 10092628:131073, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, -2, 5, 0, 29
34, 63, 8, 1:1, 4325431:524292, UNIT_SLINGER, UNIT_ARCHER, 15, 15, -9, 8, 0, 16
34, 63, 8, 1:1, 6815748:524292, UNIT_WARRIOR, UNIT_ARCHER, 20, 15, -9, 6, 38, 17
34, 63, 6, 1:1, 3276847:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -3, 8, 35, 31
34, 63, 13, 1:1, 3866654:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 1, 0, 23
34, 63, 14, 1:1, 8585312:196610, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 2, 0, 39
35, 0, 63, 1:1, 131073:9699434, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 13, -1, 18, 42
35, 0, 63, 1:1, 131073:9699434, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 12, -5, 18, 55
35, 0, 63, 1:1, 589826:4653116, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 7, 6, 24, 27
35, 5, 4, 1:3, 589830:65536, UNIT_WARRIOR, UNKNOWN, 20, 18, -1, 13, 42, 17
35, 7, 2, 1:1, 786440:196608, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 3, -7, 0, 65
35, 15, 63, 1:1, 196610:9371671, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, -4, 14, 61
35, 21, 63, 1:1, 262144:6225999, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, -5, 27, 41
35, 23, 63, 1:1, 196610:1703961, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 3, -2, 18, 45
35, 25, 63, 1:1, 524288:6225999, UNIT_ARCHER, UNIT_GALLEY, 25, 30, 0, -9, 0, 29
35, 26, 63, 1:1, 131073:7209006, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 5, -3, 14, 84
35, 27, 63, 1:1, 458756:7929861, UNIT_ARCHER, UNIT_SLINGER, 25, 5, 0, -2, 0, 76
35, 27, 63, 1:1, 196610:10944631, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, -4, 19, 32
35, 63, 3, 1:1, 9961542:786440, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, -4, 0, 54
35, 63, 3, 1:1, 4456505:786440, UNIT_WARRIOR, UNIT_ARCHER, 20, 15, -3, -10, 20, 44
35, 63, 29, 1:1, 9044035:393220, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, 5, 0, 24
35, 63, 26, 1:1, 10027118:131073, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, 7, 0, 24
35, 63, 19, 1:1, 6553658:131073, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, 0, 15, 42, 24
35, 63, 19, 1:1, 11272229:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 8, 36, 22
35, 63, 27, 1:1, 10944631:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -7, -3, 34, 25
35, 63, 23, 1:1, 9109553:458757, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, 0, 0, 0, 23
35, 63, 8, 1:1, 4325431:524292, UNIT_SLINGER, UNIT_ARCHER, 15, 15, -9, 5, 0, 21
35, 63, 16, 1:1, 10092628:131073, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, -2, 2, 0, 35
35, 63, 0, 1:1, 4653116:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, 3, 33, 22
35, 63, 13, 1:1, 3866654:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 0, 0, 23
35, 63, 14, 1:1, 8585312:524291, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 0, 0, 35
35, 63, 14, 1:1, 10223727:524291, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, -3, 0, 43
35, 63, 21, 1:1, 9896045:327683, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, 0, 28, 30
36, 3, 63, 1:1, 524294:4456505, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, -3, -5, 0, 42
36, 3, 63, 3:1, 65536:4456505, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 20, 0, -9, 0, 52
36, 4, 5, 1:1, 917514:786440, UNIT_WARRIOR, UNIT_HEAVY_CHARIOT, 20, 28, -3, 2, 59, 16
36, 4, 5, 1:1, 1310727:589830, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, -5, 0, 43
36, 6, 63, 1:1, 131073:10485772, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 10, 0, 14, 63
36, 15, 63, 1:1, 458757:3080236, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -2, 0, 17, 48
36, 17, 63, 1:1, 524293:10485772, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 5, -6, 0, 67
36, 19, 63, 1:1, 196610:11272229, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, -4, 23, 36
36, 19, 63, 1:1, 131073:11272229, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, -7, 23, 36
36, 27, 63, 1:1, 458756:7929861, UNIT_ARCHER, UNIT_SLINGER, 25, 5, 0, -5, 0, 81
36, 29, 63, 1:1, 393220:9044035, UNIT_WARRIOR, UNIT_ARCHER, 20, 15, 3, 0, 22, 34
36, 63, 29, 1:1, 9044035:393220, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, -3, 0, 0, 31
36, 63, 26, 1:1, 10027118:131073, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, 8, 0, 24
36, 63, 21, 1:1, 9896045:327683, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -3, -3, 30, 29
36, 63, 21, 1:1, 7864365:327683, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, -6, 28, 38
36, 63, 16, 1:1, 10092628:131073, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, -2, -1, 0, 34
36, 63, 4, 1:1, 9437286:983051, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, 4, 49, 21
36, 63, 0, 1:1, 4653116:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -6, 1, 45, 22
36, 63, 13, 1:1, 3866654:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, -1, 0, 23
36, 63, 14, 1:1, 8585312:458756, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 0, 0, 40
36, 63, 14, 1:1, 10223727:458756, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, -4, 0, 37
37, 0, 63, 1:1, 524288:11731068, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 7, 0, 26, 39
37, 0, 63, 1:1, 131073:11206746, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -3, 0, 22, 40
37, 3, 63, 3:1, 65536:9633897, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 20, 0, -3, 0, 41
37, 4, 63, 1:1, 720897:9437286, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, -6, 21, 43
37, 4, 5, 1:1, 1310727:589830, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, -7, 0, 50
37, 17, 63, 1:1, 524293:5963811, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 5, 3, 0, 41
37, 17, 63, 1:1, 589830:5963811, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 5, -1, 0, 49
37, 27, 63, 1:1, 458756:10354788, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 5, 6, 0, 37
37, 63, 3, 1:1, 9961542:131073, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, 0, 0, 40
37, 63, 23, 1:1, 9109553:458757, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, 0, -2, 0, 31
37, 63, 4, 1:1, 11468894:983051, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, 2, 0, 37
37, 63, 27, 1:1, 10354788:196610, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, -4, 0, 0, 27
37, 63, 14, 1:1, 8585312:458756, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, -8, 0, 52
37, 63, 16, 1:1, 10092628:131073, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, -2, -10, 0, 44
38, 3, 63, 1:1, 524294:9633897, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, -3, -4, 0, 34
38, 3, 63, 1:1, 851976:9961542, UNIT_HEAVY_CHARIOT, UNIT_ARCHER, 28, 15, 0, 0, 15, 45
38, 3, 63, 3:1, 65536:9961542, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 15, 0, -4, 0, 46
38, 4, 5, 1:1, 1310727:786440, UNIT_ARCHER, UNIT_HEAVY_CHARIOT, 25, 28, 0, -4, 0, 37
38, 4, 5, 1:1, 1376258:786440, UNIT_ARCHER, UNIT_HEAVY_CHARIOT, 25, 28, 0, -8, 0, 29
38, 6, 63, 1:1, 131073:8323164, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 16, 0, 13, 44
38, 11, 63, 1:1, 786437:8847457, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 5, 0, 0, 29
38, 12, 63, 1:1, 327683:7471160, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 5, -3, 17, 54
38, 17, 63, 1:1, 524293:5963811, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, -6, 0, 51
38, 19, 63, 1:1, 131073:6553658, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 12, 5, 31, 31
38, 19, 63, 1:1, 196610:6553658, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 1, 2, 42, 25
38, 27, 63, 1:1, 196610:10354788, UNIT_WARRIOR, UNIT_ARCHER, 20, 15, 4, 2, 22, 31
38, 29, 63, 1:1, 851971:2818088, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 0, -10, 0, 76
38, 63, 26, 1:1, 10027118:196610, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, -1, 0, 32
38, 63, 11, 1:1, 8847457:786437, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, -3, 8, 23, 33
38, 63, 2, 1:3, 10354788:262146, UNIT_ARCHER, UNKNOWN, 25, 10, -24, 0, 0, 17
38, 63, 3, 1:1, 6488145:524294, UNIT_QUADRIREME, UNIT_ARCHER, 25, 15, 0, -3, 0, 46
38, 63, 4, 1:1, 11468894:720897, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, 6, 0, 33
39, 3, 63, 3:1, 65536:9961542, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 15, 0, -4, 0, 47
39, 6, 63, 1:1, 131073:8323164, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 14, -1, 15, 51
39, 8, 63, 1:1, 655366:4325431, UNIT_ARCHER, UNIT_SLINGER, 25, 5, 10, -9, 0, 100
39, 11, 63, 1:1, 786437:8847457, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 2, -5, 0, 34
39, 19, 63, 1:1, 458756:6553658, UNIT_ARCHER, UNIT_SPEARMAN, 25, 25, -3, -1, 0, 23
39, 27, 63, 1:1, 131073:12255278, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -1, 0, 28, 30
39, 63, 6, 1:1, 3276847:196608, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -6, 14, 45, 20
39, 63, 26, 1:1, 10027118:327680, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, 2, 0, 42
39, 63, 26, 1:1, 8912994:327680, UNIT_BARBARIAN_HORSEMAN, UNIT_ARCHER, 20, 15, 0, -2, 25, 42
39, 63, 10, 1:1, 10354788:524290, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, -7, 6, 0, 24
39, 63, 3, 1:1, 6488145:524294, UNIT_QUADRIREME, UNIT_ARCHER, 25, 15, 0, 3, 0, 43
39, 63, 11, 1:1, 8847457:786437, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, -9, 5, 30, 30
39, 63, 4, 1:1, 11468894:720897, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, 3, 0, 28
40, 7, 63, 1:1, 1310733:10092628, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, -2, 0, 46
40, 12, 63, 1:1, 655366:7471160, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 0, -8, 0, 59
40, 63, 27, 1:1, 13500552:524288, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, 5, 0, 39
40, 63, 27, 1:1, 12714007:524288, UNIT_WARRIOR, UNIT_ARCHER, 20, 15, 0, 1, 22, 35
40, 63, 0, 1:1, 9961542:393219, UNIT_ARCHER, UNIT_SCOUT, 25, 10, -9, 5, 0, 28
40, 63, 6, 1:1, 10682483:131073, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, 6, 0, 33
40, 63, 10, 1:1, 12779622:196608, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 0, -2, 0, 68
40, 63, 10, 1:1, 10354788:524290, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, -7, 5, 0, 24
40, 63, 4, 1:1, 11468894:393219, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 0, -3, 0, 54
40, 63, 11, 1:1, 3670052:786437, UNIT_SPEARMAN, UNIT_SLINGER, 25, 5, 0, 7, 17, 49
40, 63, 1, 1:1, 9044035:196608, UNIT_ARCHER, UNIT_SCOUT, 25, 10, -3, -3, 0, 61
41, 2, 63, 1:1, 851968:10354788, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 5, -7, 0, 72
41, 3, 63, 3:1, 65536:6488145, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 20, 0, 0, 0, 34
41, 7, 63, 1:1, 1376263:10092628, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, -7, 0, 46
41, 7, 63, 1:1, 983044:7602262, UNIT_HEAVY_CHARIOT, UNIT_WARRIOR, 28, 20, 0, -9, 17, 47
41, 9, 63, 1:1, 262146:10813557, UNIT_SUMERIAN_WAR_CART, UNIT_WARRIOR, 30, 20, 0, 8, 27, 36
41, 11, 63, 1:1, 458754:3670052, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, -2, 24, 45
41, 12, 63, 1:1, 458757:9044035, UNIT_WARRIOR, UNIT_ARCHER, 20, 15, -4, 0, 31, 27
41, 17, 63, 1:1, 524293:5898293, UNIT_ARCHER, UNIT_GALLEY, 25, 30, 0, 0, 0, 26
41, 26, 63, 1:1, 393216:8912994, UNIT_HEAVY_CHARIOT, UNIT_BARBARIAN_HORSEMAN, 28, 20, 5, -2, 17, 49
41, 27, 63, 1:1, 458756:12714007, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 5, -2, 0, 55
41, 63, 27, 1:1, 13500552:458756, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, 8, 0, 27
41, 63, 0, 1:1, 9961542:393219, UNIT_ARCHER, UNIT_SCOUT, 25, 10, -9, 2, 0, 31
41, 63, 29, 1:1, 8781837:786437, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, 3, 0, 37
41, 63, 29, 1:1, 9044035:786437, UNIT_ARCHER, UNIT_ARCHER, 25, 15, -6, -1, 0, 38
41, 63, 27, 1:1, 12255278:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, 2, 38, 27
41, 63, 11, 1:1, 3670052:1048584, UNIT_SPEARMAN, UNIT_ARCHER, 25, 15, -6, 3, 31, 34
41, 63, 4, 1:1, 11468894:720897, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, 1, 0, 41
42, 2, 63, 1:1, 851968:12779622, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 5, 3, 0, 48
42, 4, 63, 1:1, 1376258:1900572, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, -2, 0, 36
42, 4, 63, 1:1, 1310727:13566089, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 0, 0, 0, 57
42, 4, 63, 1:1, 1245192:13566089, UNIT_HEAVY_CHARIOT, UNIT_SCOUT, 28, 10, 0, -6, 13, 85
42, 8, 63, 1:1, 655366:9502823, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 5, -2, 0, 47
42, 9, 63, 1:1, 262146:8519775, UNIT_SUMERIAN_WAR_CART, UNIT_WARRIOR, 30, 20, -3, 5, 22, 37
42, 10, 63, 1:1, 917512:12255278, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 5, -7, 0, 65
42, 11, 63, 1:1, 458754:3670052, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 8, -9, 21, 56
42, 15, 63, 1:1, 524288:1310739, UNIT_ARCHER, UNIT_SCOUT, 25, 10, 0, 6, 0, 37
42, 18, 63, 1:1, 458757:9502823, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, -7, 27, 41
42, 26, 63, 1:1, 131073:8912994, UNIT_WARRIOR, UNIT_BARBARIAN_HORSEMAN, 20, 20, 5, -2, 23, 36
42, 63, 27, 1:1, 13500552:458756, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 0, 5, 0, 37
42, 63, 10, 1:1, 12779622:524290, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, -5, 8, 0, 25
42, 63, 27, 1:1, 13893770:131073, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, 0, 0, 36
42, 63, 11, 1:1, 13697082:458754, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 1, 30, 25
42, 63, 4, 1:1, 9306144:1245192, UNIT_SPEARMAN, UNIT_HEAVY_CHARIOT, 25, 28, 10, -1, 22, 34
