Game Turn, Player, City, Food Adv., Prod. Adv., Construct, Order Source
1, 0, LOC_CITY_NAME_NIDAROS, -2.30, 0.45, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 1, LOC_CITY_NAME_LONDON, 2.07, -2.63, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 1, LOC_CITY_NAME_LONDON, , , UNIT_SCOUT, Default Specialization, , , Value 16.9
1, 2, LOC_CITY_NAME_WASHINGTON, -1.38, -0.32, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 2, LOC_CITY_NAME_WASHINGTON, , , UNIT_SCOUT, Default Specialization, , , Value 16.9
1, 3, LOC_CITY_NAME_DELHI, -5.75, 1.60, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 3, LOC_CITY_NAME_DELHI, , , UNIT_SCOUT, Default Specialization, , , Value 19.9
1, 4, LOC_CITY_NAME_MADRID, -2.53, -0.32, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.1, , 
1, 4, LOC_CITY_NAME_MADRID, , , UNIT_SCOUT, Default Specialization, , , Value 19.9
1, 5, LOC_CITY_NAME_XIAN, -4.37, -0.70, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 5, LOC_CITY_NAME_XIAN, , , UNIT_SCOUT, Default Specialization, , , Value 21.2
1, 6, LOC_CITY_NAME_KABUL, 0.45, -2.43, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
1, 6, LOC_CITY_NAME_KABUL, , , BUILDING_MONUMENT, Default Specialization, , , Value 10.8
1, 7, LOC_CITY_NAME_ZANZIBAR, 0.68, -2.24, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 7, LOC_CITY_NAME_ZANZIBAR, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 8, LOC_CITY_NAME_SEOUL, -2.07, -3.59, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 8, LOC_CITY_NAME_SEOUL, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 9, LOC_CITY_NAME_YEREVAN, 1.61, -3.01, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 9, LOC_CITY_NAME_YEREVAN, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 10, LOC_CITY_NAME_BANDAR_BRUNEI, 0.45, -3.97, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 10, LOC_CITY_NAME_BANDAR_BRUNEI, , , UNIT_SLINGER, Default Specialization, , , Value 4.5
1, 11, LOC_CITY_NAME_MOHENJO_DARO, -3.45, 0.64, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 11, LOC_CITY_NAME_MOHENJO_DARO, , , BUILDING_MONUMENT, Default Specialization, , , Value 15.2
1, 12, LOC_CITY_NAME_VALLETTA, 2.75, -3.01, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 12, LOC_CITY_NAME_VALLETTA, , , BUILDING_MONUMENT, Default Specialization, , , Value 10.8
1, 13, LOC_CITY_NAME_PRESLAV, -2.99, -0.51, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.1, , 
1, 13, LOC_CITY_NAME_PRESLAV, , , BUILDING_MONUMENT, Default Specialization, , , Value 10.8
1, 14, LOC_CITY_NAME_TORONTO, -3.45, -2.24, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
1, 14, LOC_CITY_NAME_TORONTO, , , BUILDING_MONUMENT, Default Specialization, , , Value 10.8
16, 3, LOC_CITY_NAME_DELHI, , CONTRACT 164, SUBMITTED, UNIT_TRADER, NO_BUILDING, NO_DISTRICT, VALUE 33.0, Build Trigger Unit
16, 4, PURCHASE, , , UNIT_TRADER, Build Trigger Unit, CONTRACT 157
16, 6, LOC_CITY_NAME_KABUL, , , UNIT_BUILDER, Build City Improvement, CONTRACT 125
16, 6, LOC_CITY_NAME_KABUL, , CONTRACT 166, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 28.0, Build City Building
16, 11, LOC_CITY_NAME_MOHENJO_DARO, , , UNIT_GALLEY, Default Specialization, , , Value 22.9
16, 11, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 169, SUBMITTED, UNIT_GALLEY, NO_BUILDING, NO_DISTRICT, VALUE 22.0, Build City Building
16, 14, LOC_CITY_NAME_TORONTO, , CONTRACT 172, SUBMITTED, UNIT_GALLEY, NO_BUILDING, NO_DISTRICT, VALUE 38.0, Build City Building
17, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 173, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 130.0, Build City Improvement
17, 3, PURCHASE, , , UNIT_TRADER, Build Trigger Unit, CONTRACT 164
17, 9, LOC_CITY_NAME_YEREVAN, , CONTRACT 175, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 179.0, Build City District
17, 13, LOC_CITY_NAME_PRESLAV, , CONTRACT 134, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 88.0, Build City Improvement
17, 13, LOC_CITY_NAME_PRESLAV, , , BUILDING_GRANARY, Default Specialization, , , Value 25.1
18, 1, PURCHASE, , , UNIT_SLINGER, Build Trigger Unit, CONTRACT 117
18, 4, LOC_CITY_NAME_MADRID, , CONTRACT 179, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 56.0, Build Trigger Unit
18, 5, LOC_CITY_NAME_XIAN, , CONTRACT 146, COMPLETED, NO_UNIT, BUILDING_STONEHENGE, NO_DISTRICT, VALUE 155.5, Seek Target Wonder
18, 5, LOC_CITY_NAME_XIAN, , , UNIT_SETTLER, Settle City Op, CONTRACT 152
18, 5, LOC_CITY_NAME_XIAN, , CONTRACT 181, SUBMITTED, UNIT_TRADER, NO_BUILDING, NO_DISTRICT, VALUE 44.0, Build Trigger Unit
18, 5, LOC_CITY_NAME_XIAN, , CONTRACT 182, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 100.0, Manage Great Person
18, 5, LOC_CITY_NAME_XIAN, , CONTRACT 183, SUBMITTED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 27.0, Build City Building
18, 5, LOC_CITY_NAME_XIAN, , CONTRACT 184, SUBMITTED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 0.0, Build Trigger Building
18, 7, LOC_CITY_NAME_ZANZIBAR, , CONTRACT 185, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 71.0, Build City Improvement
18, 8, LOC_CITY_NAME_SEOUL, , CONTRACT 105, COMPLETED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 73.4, Build City Building
18, 8, LOC_CITY_NAME_SEOUL, , , UNIT_GALLEY, Default Specialization, , , Value 24.1
19, 1, LOC_CITY_NAME_LONDON, , CONTRACT 92, CANCELLED, NO_UNIT, BUILDING_STONEHENGE, NO_DISTRICT, VALUE 147.7, Seek Target Wonder
19, 1, LOC_CITY_NAME_LONDON, , , UNIT_SETTLER, Settle City Op, CONTRACT 154
19, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 148, COMPLETED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 357.9, Settle City Op
19, 2, LOC_CITY_NAME_WASHINGTON, , , DISTRICT_CAMPUS, Build City District, CONTRACT 120
19, 3, LOC_CITY_NAME_DELHI, , CONTRACT 186, SUBMITTED, NO_UNIT, BUILDING_ORACLE, NO_DISTRICT, VALUE 204.0, Seek Target Wonder
19, 4, LOC_CITY_NAME_MADRID, , CONTRACT 150, COMPLETED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 361.0, Settle City Op
19, 4, LOC_CITY_NAME_MADRID, , , UNIT_SLINGER, Build Trigger Unit, CONTRACT 179
19, 4, LOC_CITY_NAME_MADRID, , CONTRACT 188, SUBMITTED, NO_UNIT, BUILDING_ORACLE, NO_DISTRICT, VALUE 211.0, Seek Target Wonder
19, 5, PURCHASE, , , UNIT_TRADER, Build Trigger Unit, CONTRACT 181
19, 8, LOC_CITY_NAME_SEOUL, , CONTRACT 190, SUBMITTED, UNIT_GALLEY, NO_BUILDING, NO_DISTRICT, VALUE 43.0, Build City Building
19, 11, LOC_CITY_NAME_MOHENJO_DARO, , , UNIT_GALLEY, Build City Building, CONTRACT 169
19, 14, LOC_CITY_NAME_TORONTO, , , UNIT_GALLEY, Build City Building, CONTRACT 172
20, 1, LOC_CITY_NAME_LONDON, , CONTRACT 154, COMPLETED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 358.0, Settle City Op
20, 1, LOC_CITY_NAME_LONDON, , , BUILDING_MONUMENT, Build City Building, CONTRACT 162
20, 6, LOC_CITY_NAME_KABUL, , CONTRACT 125, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 88.0, Build City Improvement
20, 6, LOC_CITY_NAME_KABUL, , , BUILDING_GRANARY, Build City Building, CONTRACT 166
20, 7, LOC_CITY_NAME_ZANZIBAR, , CONTRACT 104, COMPLETED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 115.1, Build City Building
20, 7, LOC_CITY_NAME_ZANZIBAR, , , UNIT_BUILDER, Build City Improvement, CONTRACT 185
20, 8, LOC_CITY_NAME_SEOUL, , CONTRACT 198, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 55.0, Build City Improvement
21, 3, LOC_CITY_NAME_DELHI, , CONTRACT 155, COMPLETED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 346.0, Settle City Op
21, 3, LOC_CITY_NAME_DELHI, , , BUILDING_ORACLE, Seek Target Wonder, CONTRACT 186
21, 4, LOC_CITY_NAME_MADRID, , CONTRACT 179, COMPLETED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 56.0, Build Trigger Unit
21, 4, LOC_CITY_NAME_MADRID, , , BUILDING_ORACLE, Seek Target Wonder, CONTRACT 188
21, 5, LOC_CITY_NAME_XIAN, , CONTRACT 152, COMPLETED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 342.9, Settle City Op
21, 5, LOC_CITY_NAME_XIAN, , , BUILDING_WALLS, Default Specialization, , , Value 161.1
21, 5, LOC_CITY_NAME_XIAN, , CONTRACT 204, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 71.0, Build City Improvement
21, 8, LOC_CITY_NAME_SEOUL, , , UNIT_BUILDER, Build City Improvement, CONTRACT 198
21, 12, LOC_CITY_NAME_VALLETTA, , CONTRACT 109, COMPLETED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 110.6, Build City Building
21, 12, LOC_CITY_NAME_VALLETTA, , , UNIT_BUILDER, Build City Improvement, CONTRACT 131
22, 2, LOC_CITY_NAME_WASHINGTON, Canceling current build, OLD VALUE 443.0
22, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 120, FAILED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 413.2, Build City District
22, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 173, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 130.0, Build City Improvement
22, 2, LOC_CITY_NAME_WASHINGTON, , , UNIT_WARRIOR, Default Specialization, , , Value 10.5
22, 5, LOC_CITY_NAME_XIAN, Canceling current build, OLD VALUE 289.4
22, 5, LOC_CITY_NAME_XIAN, , CONTRACT 204, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 71.0, Build City Improvement
22, 5, LOC_CITY_NAME_XIAN, , , BUILDING_WALLS, Build City Building, CONTRACT 183
22, 11, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 169, COMPLETED, UNIT_GALLEY, NO_BUILDING, NO_DISTRICT, VALUE 26.8, Build City Building
22, 11, LOC_CITY_NAME_MOHENJO_DARO, , , UNIT_TRADER, Default Specialization, , , Value 20.0
23, 1, LOC_CITY_NAME_SHEFFIELD, 3.21, -2.63, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
23, 1, LOC_CITY_NAME_SHEFFIELD, , , UNIT_TRADER, Default Specialization, , , Value 42.5
23, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 219, SUBMITTED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 14.0, Build Trigger Unit
23, 4, LOC_CITY_NAME_MADRID, , CONTRACT 221, SUBMITTED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 25.0, Build City Building
23, 5, LOC_CITY_NAME_XIAN, Canceling current build, OLD VALUE 301.7
23, 5, LOC_CITY_NAME_XIAN, , CONTRACT 183, FAILED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 301.7, Build City Building
23, 5, LOC_CITY_NAME_XIAN, , , BUILDING_WALLS, Build Trigger Building, CONTRACT 184
23, 7, LOC_CITY_NAME_ZANZIBAR, , CONTRACT 185, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 71.0, Build City Improvement
23, 7, LOC_CITY_NAME_ZANZIBAR, , , UNIT_ARCHER, Default Specialization, , , Value 19.2
23, 8, LOC_CITY_NAME_SEOUL, , CONTRACT 198, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 55.0, Build City Improvement
23, 8, LOC_CITY_NAME_SEOUL, , , UNIT_GALLEY, Build City Building, CONTRACT 190
23, 9, LOC_CITY_NAME_YEREVAN, , CONTRACT 106, COMPLETED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 85.3, Build City Building
23, 9, LOC_CITY_NAME_YEREVAN, , , DISTRICT_HOLY_SITE, Build City District, CONTRACT 175
23, 11, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 224, SUBMITTED, UNIT_GALLEY, NO_BUILDING, NO_DISTRICT, VALUE 13.0, Build City Building
23, 12, LOC_CITY_NAME_VALLETTA, , CONTRACT 131, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 87.0, Build City Improvement
23, 12, LOC_CITY_NAME_VALLETTA, , , UNIT_TRADER, Default Specialization, , , Value 58.8
23, 14, LOC_CITY_NAME_TORONTO, , CONTRACT 172, COMPLETED, UNIT_GALLEY, NO_BUILDING, NO_DISTRICT, VALUE 38.0, Build City Building
23, 14, LOC_CITY_NAME_TORONTO, , , UNIT_TRADER, Default Specialization, , , Value 21.0
24, 1, LOC_CITY_NAME_LONDON, , CONTRACT 162, COMPLETED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 47.6, Build City Building
24, 1, LOC_CITY_NAME_LONDON, , , UNIT_SCOUT, Default Specialization, , , Value 36.7
24, 1, LOC_CITY_NAME_LONDON, , CONTRACT 226, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 319.0, Settle City Op
24, 1, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 228, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 19.0, Build City Building
24, 1, LOC_CITY_NAME_LONDON, , CONTRACT 229, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 71.0, Build City Improvement
24, 1, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 229, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 71.0, Build City Improvement
24, 2, LOC_CITY_NAME_WASHINGTON, , , UNIT_SPEARMAN, Build Trigger Unit, CONTRACT 219
24, 3, LOC_CITY_NAME_DELHI, Canceling current build, OLD VALUE 305.6
24, 3, LOC_CITY_NAME_DELHI, , CONTRACT 186, FAILED, NO_UNIT, BUILDING_ORACLE, NO_DISTRICT, VALUE 305.6, Seek Target Wonder
24, 3, LOC_CITY_NAME_DELHI, , , UNIT_INDIAN_VARU, Default Specialization, , , Value 67.5
24, 3, LOC_CITY_NAME_DELHI, , CONTRACT 231, SUBMITTED, UNIT_INDIAN_VARU, NO_BUILDING, NO_DISTRICT, VALUE 15.0, Build City Building
24, 4, LOC_CITY_NAME_MADRID, , CONTRACT 232, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 254.0, Build City District
24, 5, LOC_CITY_NAME_XIAN, , CONTRACT 184, COMPLETED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 301.7, Build Trigger Building
24, 5, LOC_CITY_NAME_XIAN, , , UNIT_WARRIOR, Default Specialization, , , Value 33.0
24, 6, LOC_CITY_NAME_KABUL, , CONTRACT 234, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 99.0, Build City Improvement
24, 9, LOC_CITY_NAME_YEREVAN, , CONTRACT 175, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 267.7, Build City District
24, 9, LOC_CITY_NAME_YEREVAN, , , PROJECT_ENHANCE_DISTRICT_HOLY_SITE, Default Specialization, , , Value 44.2
24, 9, LOC_CITY_NAME_YEREVAN, , CONTRACT 236, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 103.0, Build City Improvement
24, 10, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 161
25, 1, LOC_CITY_NAME_LONDON, , , UNIT_SETTLER, Settle City Op, CONTRACT 226
25, 3, LOC_CITY_NAME_DELHI, , CONTRACT 241, SUBMITTED, UNIT_INDIAN_VARU, NO_BUILDING, NO_DISTRICT, VALUE 12.0, Simple Operation Attack
25, 5, LOC_CITY_NAME_XIAN, , , UNIT_WARRIOR, Default Specialization, , , Value 30.3
25, 6, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 234
25, 9, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 236
26, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 247, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 103.0, Build City Improvement
26, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 248, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 112.0, Build City Improvement
26, 4, LOC_CITY_NAME_MADRID, , CONTRACT 249, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 373.0, Settle City Op
26, 7, LOC_CITY_NAME_ZANZIBAR, , , UNIT_TRADER, Default Specialization, , , Value 18.8
26, 8, LOC_CITY_NAME_SEOUL, , CONTRACT 190, COMPLETED, UNIT_GALLEY, NO_BUILDING, NO_DISTRICT, VALUE 43.0, Build City Building
26, 8, LOC_CITY_NAME_SEOUL, , , UNIT_GALLEY, Default Specialization, , , Value 13.7
26, 9, LOC_CITY_NAME_YEREVAN, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
26, 9, LOC_CITY_NAME_YEREVAN, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
26, 9, LOC_CITY_NAME_YEREVAN, , CONTRACT 252, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 729.0, Build City District
26, 10, LOC_CITY_NAME_BANDAR_BRUNEI, , CONTRACT 253, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HARBOR, VALUE 75.0, Build City District
27, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 219, COMPLETED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 26.6, Build Trigger Unit
27, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 247, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 103.0, Build City Improvement
27, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 248, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 112.0, Build City Improvement
27, 2, LOC_CITY_NAME_WASHINGTON, , , UNIT_WARRIOR, Default Specialization, , , Value 11.6
27, 5, LOC_CITY_NAME_XIAN, , , UNIT_WARRIOR, Default Specialization, , , Value 24.4
27, 9, LOC_CITY_NAME_YEREVAN, , , DISTRICT_HOLY_SITE, Build City District, CONTRACT 252
27, 13, LOC_CITY_NAME_PRESLAV, , , UNIT_ARCHER, Default Specialization, , , Value 19.7
28, 1, LOC_CITY_NAME_LONDON, , CONTRACT 261, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 80.0, Build City Improvement
28, 1, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 261, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 80.0, Build City Improvement
28, 1, LOC_CITY_NAME_LONDON, , CONTRACT 262, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
28, 1, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 262, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
28, 5, LOC_CITY_NAME_XIAN, , , UNIT_HEAVY_CHARIOT, Default Specialization, , , Value 17.3
28, 8, LOC_CITY_NAME_SEOUL, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
28, 8, LOC_CITY_NAME_SEOUL, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
28, 9, LOC_CITY_NAME_YEREVAN, , CONTRACT 252, CANCELLED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 730.6, Build City District
28, 9, LOC_CITY_NAME_YEREVAN, , , PROJECT_ENHANCE_DISTRICT_HOLY_SITE, Default Specialization, , , Value 45.9
28, 11, PURCHASE, , , UNIT_GALLEY, Build City Building, CONTRACT 224
28, 14, LOC_CITY_NAME_TORONTO, , CONTRACT 267, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HARBOR, VALUE 75.0, Build City District
29, 1, LOC_CITY_NAME_LONDON, , CONTRACT 226, COMPLETED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 322.9, Settle City Op
29, 1, LOC_CITY_NAME_LONDON, , , UNIT_BUILDER, Build City Improvement, CONTRACT 262
29, 1, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 262, IN PROGRESS, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
29, 1, LOC_CITY_NAME_SHEFFIELD, , , UNIT_BUILDER, Build City Improvement, CONTRACT 261
29, 2, LOC_CITY_NAME_WASHINGTON, , , UNIT_SCOUT, Default Specialization, , , Value 24.5
29, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 270, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 378.0, Build City District
29, 3, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 263
29, 3, LOC_CITY_NAME_DELHI, , , UNIT_INDIAN_VARU, Build City Building, CONTRACT 231
29, 3, LOC_CITY_NAME_DELHI, , CONTRACT 271, SUBMITTED, NO_UNIT, BUILDING_ORACLE, NO_DISTRICT, VALUE 414.0, Seek Target Wonder
29, 3, LOC_CITY_NAME_DELHI, , CONTRACT 272, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 660.0, Build City District
29, 4, LOC_CITY_NAME_MADRID, , CONTRACT 273, SUBMITTED, UNIT_SLINGER, NO_BUILDING, NO_DISTRICT, VALUE 47.0, Build Trigger Unit
29, 8, LOC_CITY_NAME_SEOUL, , , UNIT_GALLEY, Default Specialization, , , Value 14.6
29, 8, LOC_CITY_NAME_SEOUL, , CONTRACT 275, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 120.0, Build City District
29, 8, LOC_CITY_NAME_SEOUL, , CONTRACT 276, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 62.0, Build City Improvement
29, 9, LOC_CITY_NAME_YEREVAN, , CONTRACT 277, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 71.0, Build City Improvement
29, 11, LOC_CITY_NAME_MOHENJO_DARO, , , BUILDING_GRANARY, Default Specialization, , , Value 7.5
29, 14, LOC_CITY_NAME_TORONTO, , , DISTRICT_HARBOR, Build City District, CONTRACT 267
30, 2, LOC_CITY_NAME_WASHINGTON, , CONTRACT 270, ACCEPTED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 378.0, Build City District
30, 2, LOC_CITY_NAME_WASHINGTON, , , UNIT_ARCHER, Default Specialization, , , Value 15.6
30, 3, LOC_CITY_NAME_MUMBAI, 0.22, -1.47, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
30, 3, LOC_CITY_NAME_MUMBAI, , , BUILDING_MONUMENT, Default Specialization, , , Value 24.3
30, 4, PURCHASE, , , UNIT_SLINGER, Build Trigger Unit, CONTRACT 273
30, 4, LOC_CITY_NAME_MADRID, , CONTRACT 282, SUBMITTED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 62.0, Build City Building
30, 5, LOC_CITY_NAME_XIAN, , , UNIT_HEAVY_CHARIOT, Default Specialization, , , Value 14.2
